input,output
キーと値のリスト`pairs`を受け取り、キーごとに値のリストを作る,"from collections import defaultdict
def soln(pairs):
    d = defaultdict(list)
    for key, value in pairs:
        d[key].append(value)
    return d"
タプルのリストから最小のK個のレコードを見つける関数を書いてください。https://www.geeksforgeeks.org/python-find-minimum-k-records-from-tuple-list/ - この場合、テストケースを丸写しします。,"def min_k(test_list, K):
  res = sorted(test_list, key = lambda x: x[1])[:K]
  return (res)"
文字列'text'の中に含まれるひらがなを抽出する,[char for char in text if 'ぁ' <= char <= 'ゖ']
ドメイン名`example.com`のウェブサイトを簡単にスクレイピングする,requests.get('https://example.com').text
リストのネストを深さ3まで表示する,"import pprint
li = [[[1, 2], [3, 4]], [[5, 6], [7, 8]]]
pprint.pprint(li, depth=3)"
ネストされたリスト`li`の各要素の長さを取得する,[len(x) for x in li]
自然数nまでの4乗の偶数の和を計算する関数を作成する,"def even_power_sum(n):
    return sum([(2*i)**4 for i in range(1, n+1)])"
"Goの関数`Star`を使い、中心点(x, y)と幅と高さを持つ図形を描く","func Star(gc draw2d.GraphicContext, x, y, width, height float64) {
    gc.Save()
    gc.Translate(x+width/2, y+height/2)
    // 星の描画処理
    gc.Restore()
}"
数値`n`の階乗の最初の桁を求める,"import math
def first_digit(n):
    fact = math.factorial(n)
    while fact >= 10:
        fact //= 10
    return fact"
リスト`numbers`から最小の欠落数を見つける,"def find_first_missing(numbers): 
    i = 0
    while i in numbers:
        i += 1
    return i"
データベースの設定を表示する,print(settings.DATABASES)
整数`n`の中間のビットを反転させる関数を作成する,"def toggle_middle_bits(n):
    if n <= 3:
        return n
    return n ^ ((n >> 1) & ~1)"
ファイル'fa.wikipedia.org/wiki/نیشکر'の内容を表示する,"import requests
response = requests.get('https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B4%DA%A9%D8%B1')
print(response.text)"
リストに含まれるユニークな要素の数を数える,len(set(li))
Pythonで、Farsi語の文字列からリストを作成し、その中の'کیسه صفرا'という要素を表示する,"text = '\u0635\u0641\u0631\u0627 \u062f\u0631 \u06a9\u062c\u0627 \u0630\u062e\u06cc\u0631\u0647 \u0645\u06cc\u0634\u0648\u062f\u061f'
li = text.split()
print('کیسه صفرا' in li)"
リストのインデックス`index`を使ってリスト`li`の要素を表示する,for i in range(len(li)): print(li[i])
ファイルをCSVファイルに変換する,"import csv

def convert_to_csv(filename, skiprows=0, delimiter=','):
    if not delimiter:
        delimiter = '\t'
    with open(filename, 'r') as input_file:
        reader = csv.reader(input_file, delimiter=delimiter)
        rows = [row for i, row in enumerate(reader) if i >= skiprows]
    with open(f'{filename.split('.')[0]}.csv', 'w', newline='') as output_file:
        writer = csv.writer(output_file, delimiter=',')
        writer.writerows(rows)"
リスト`word_list`内の単語を降順でソートして表示する,"sorted(word_list, reverse=True)"
数値`n`の奇数因数の和を求める関数を作成する,"import math
def sum_of_odd_Factors(n):
    res = 1
    while n % 2 == 0:
        n = n // 2
    for i in range(3,int(math.sqrt(n) + 1)):
        count = 0
        curr_sum = 1
        curr_term = 1
        while n % i == 0:
            count += 1
            curr_term *= i
            curr_sum += curr_term
            n //= i
    if n > 2:
        curr_sum *= n
    return curr_sum"
ファイル名を修正するために、inspect.getinnerframes()の出力からリストの各レコードを処理する,"def fix_frame_records_filenames(records):
    fixed_records = []
    for frame, filename, line_no, func_name, lines, index in records:
        # ファイル名を修正する処理を実装"
データベースのテーブル名`table_name`から、カラム`column_name`の値をリストとして取得する,cursor.execute(f'SELECT {column_name} FROM {table_name}') table_data = [row[0] for row in cursor.fetchall()]
リスト`list1`から`L`番目の要素を削除する,"def remove_kth_element(list1, L):
    return list1[:L-1] + list1[L:]"
JSON内のデータを使って、ディスクチェンジの信号の性質を説明するPythonコードを1行で書いてください,print(f'Disk Change is a pulse signal changing a status register in a controller')
スタック上に値0x61702f2fと0x6374652fをプッシュし、esiレジスタをスタックポインタに設定する,"push 0x61702f2f
push 0x6374652f
mov esi, esp"
関数 `copy_elf_strings` の引数 `argc` と `argv` を使って、リストに文字列を格納する,strings = [arg for arg in argv]
ASCIIコードの'/bin/sh'をスタックにプッシュし、ebxレジスタをスタックレジスタを指すように設定する,"push 0x68732f2f
push 0x6e69622f
mov ebx, esp"
スタックに'sswd'を追加する,stack.append('sswd')
文中空白处应该填写的词语是：动物冬眠研究对航天业的发展有着重要的意义,这段话主要告诉我们: 动物冬眠的研究对航天业的发展有着重要的意义
正方形のマトリックス`cost`を受け取り、すべての経路の中で最大の平均値を持つ経路を見つける関数を作成する,"def maxAverageOfPath(cost, N):
    dp = [[0 for i in range(N + 1)] for j in range(N + 1)]
    dp[0][0] = cost[0][0]
    for i in range(1, N):
        dp[i][0] = dp[i - 1][0] + cost[i][0]
    for j in range(1, N):
        dp[0][j] = dp[0][j - 1] + cost[0][j]
    for i in range(1, N):
        for j in range(1, N):
            dp[i][j] = max(dp[i - 1][j], dp[i][j - 1]) + cost[i][j]
    return dp[N - 1][N - 1] / (2 * N - 1)"
ディスクからconfigファイルを読み込み、空行とコメントアウトされた行を飛ばす,"with open(path) as f:
    lines = [line.strip() for line in f if line.strip() and not line.startswith('#')]"
リストのタプルから、指定の列の最大値を見つける関数を作成する,"def max_of_nth(test_list, N):
  return max([sub[N] for sub in test_list])"
データフレーム`data`を特徴量クラスタリングを使って分割し、`n_segments`個のセグメントに分割する,"subsegment(data, frames, n_segments=4, axis=-1)"
リストの中の最大値を見つける,max(li)
データベースに保存されている変種`variant`のカテゴリが'str'の場合、変種の座標を取得する,"def parse_coordinates(variant, category):
    if category == 'str':
        ref = variant.REF
        alt = variant.ALT[0]"
双曲面の性質を説明する,each_timelike_interval_generates_a_hyperboloid_of_one_sheet_while_each_spacelike_interval_generates_a_hyperboloid_of_two_sheets
指定されたパラメータからストレージキーを生成する,"def getStorageKey(formDefIdParam, formContIdParam, formFieldIdParam):
    return f'{formDefIdParam}_{formContIdParam}_{formFieldIdParam}'"
リストのキーを取得して新しいリストを作成する,list(dict.keys())
2つのラインセットの類似点を見つける,"def find_similarities(lineset1, lineset2):
    lines1 = lineset1.enumerate_stripped()
    lines2 = lineset2.enumerate_stripped()
    for line1, line2 in zip(lines1, lines2):
        if line1 != line2:
            print(f""Difference found at line {line1[0]}: {line1[1]} vs {line2[1]}"")"
指定されたNamespaceの中のレコードを効率的に削除する,"def truncate(namespace, set_name=None, before_last_update=None, options={})"
テキストファイルの各行をチェックし、名前が定義されているかを確認する,"def add_default_name(text):
    lines = text.split(""\n"")
    records = []
    for line in lines:
        tokens = tokenize_line(line)
        # 名前が定義されているかを確認して処理する"
スタックにアドレス0x6873732fと0x6374652fをプッシュし、esiレジスタをスタックポインタに設定する,"push 0x6873732f
push 0x6374652f
mov esi, esp"
日付をYYYY-MM-DD形式に変換する,datetime.date.today().strftime('%Y-%m-%d')
FFmpegのmodified_levinson_durbin関数の引数を説明する,"def modified_levinson_durbin(window, window_entries, out, out_entries, channels, tap_quant):
    pass"
リスト`nums`から重複する要素を削除し、新しいリストを作成する,list(set(nums))
レジスタ`bl`の値がレジスタ`al`の値と等しい場合に、ラベル`loop_2`にジャンプする,"if bl == al:
    goto loop_2"
生徒が学校で受ける処罰の例を挙げる,"['detention', 'stand in corner', 'suspension', 'write lines', ""principal's office"", 'no recess']"
整数の`code`を受け取り、ANSIトークンタイプに変換する,"def categoryForCode(code):
    code = int(code)
    if code == 0:
        return 'all'
    elif code == 1:
        return 'bold'
    elif code == 2:
        return 'italic'
    # add more conditions for other ANSI token types"
ファイルパス'ref'を解決し、絶対パスを取得する,"def resolve_path(ref):
    if ref.startswith('/'):
        return Path(ref[1:])
    else:
        return path.parent / ref"
FFmpegのarm_idct_put関数の内部処理を1行のコードで記述する,"j_rev_dct_ARM(block); put_pixels_clamped(block, dest, line_size)"
リスト`nums`から指定したインデックスのリスト`list_index`の要素を取り出す,"def get_elements(nums, list_index):
    return [nums[i] for i in list_index]"
3つのリストから共通のインデックス要素を抽出する関数を作成する,"def extract_index_list(l1, l2, l3):
    result = []
    for i, (x, y, z) in enumerate(zip(l1, l2, l3)):
        if x == y == z:
            result.append(i)
    return result"
"3つのリスト`l1`, `l2`, `l3`から、同じインデックスに同じ値が含まれている要素のリストを作る","def extract_index_list(l1, l2, l3):
    result = []
    for m, n, o in zip(l1, l2, l3):
        if m == n == o:
            result.append(m)
    return result"
InputStream `is`から`length`バイトを読み取り、それをバイト配列に格納する,"is.read(bytearray, 0, int(length))"
スタックにダブルワード0x74652f2fをプッシュし、ebxレジスタをスタックレジスタに指すようにする,"push dword 0x74652f2f
mov ebx, esp"
QEMU の op_udivx_T1_T0 関数の中で、T0をT1で割って結果を返す,T0 = T0 / T1
データベースの接続情報を表示する,print(settings.DATABASES)
リストに含まれる単語の出現頻度を数える,"from collections import Counter
Counter(word_list)"
リストに含まれる単語の出現回数を取得する,collections.Counter(word_list)
データベースから取得した辞書型のデータ`data`を、キーと値をそれぞれ別のリストとして取り出す,"[list(data.keys()), list(data.values())]"
文脈1と文脈2から、「line」という単語の意味が異なることを示す,"context1 = 'The line stretched clear around the corner.'
context2 = 'You must wait in a long line at the checkout counter.'
# 'line'は文脈1では'列'の意味で、文脈2では'行'の意味で使われている"
与えられた3つの整数a、b、cから2次方程式の根が数値的に等しいが符号が反対かどうかを判断する,"def check_roots(a, b, c):
    if b ** 2 - 4 * a * c == 0:
        return 'Yes'
    else:
        return 'No'"
リストの中から最大値を見つける,max(li)
リスト`p.memory.mappings`内のアドレス`a`が含まれるマッピングを見つける,"for _, m in enumerate(p.memory.mappings): if a >= m.min and a <= m.max: break"
文字列`line`からBoundingBoxを生成する,BoundingBox(line)
リスト`li`の中の要素を逆順に表示する,print(list(reversed(li)))
リスト`nl_tokens`の中から単語`'Inlets'`の位置を見つける,nl_tokens.index('Inlets')
リストのインデックスを使って、指定された範囲のリスト要素を表示する,print(li[start:end])
リスト`items`の中から最初の10個の要素を取り出す,items[:10]
スタックにダブルワード'0x74652f2f'をプッシュし、eaxレジスタをスタックレジスタに指すようにする,"push dword 0x74652f2f
mov eax, esp"
リストから重複した要素を削除し、その結果を表示する,print(list(set(li)))
入力整数 n 以下の全てのルーディック数を取得する関数を書いてください。,"def get_ludic(n):
    ludics = []
    for i in range(1, n + 1):
        ludics.append(i)
    index = 1
    while index != len(ludics):
        first_ludic = ludics[index]
        remove_index = index + first_ludic
        while remove_index < len(ludics):
            ludics.pop(remove_index)
            remove_index += first_ludic
        index += 1
    return ludics"
データベースの接続情報を表示する,print(settings.DATABASES)
リスト内の重複する要素を数える,"from collections import Counter
Counter(list_name)"
ファイル'hpo_to_gene.txt'から、HPOターム(Human Phenotype Ontology)から遺伝子シンボルへのマッピングを抽出する,"def parse_hpo_to_genes(filename):
    hpo_to_gene = {}
    with open(filename, 'r') as f:
        for line in f:
            if line.startswith('#') or len(line.strip()) < 1:
                continue
            terms = line.strip().split(':')
            hpo = terms[0].strip()
            genes = [gene.strip() for gene in terms[1].split(',')]
            hpo_to_gene[hpo] = genes
    return hpo_to_gene"
HTML 파일 'test.html'의 내용을 UTF-8로 읽어와 출력하세요.,"with open('test.html', 'r', encoding='utf-8') as f:
    print(f.read())"
ebxレジスタの内容をスタックにプッシュする,push ebx
リストの中からランダムに要素を取り出す,"import random
random.choice(my_list)"
データフレーム`df`の中にある重複する行を削除する,df.drop_duplicates()
二次方程式の根が相互の逆数であるかどうかを確認する,"def check_reciprocal_roots(a, b, c):
    if a == c:
        return 'Yes'
    else:
        return 'No'"
リスト`li`の各要素を3つずつグループ化して表示する,"for i in range(0, len(li), 3): print(li[i:i+3])"
ネストされたリスト'li'を含むデータフレーム'df'を作成し、それをPretty Printで表示する,"import pandas as pd
pprint.pprint(df)"
幅`width`で単一の段落のテキスト`text`を折り返し、折り返された行のリストを返す,"def wrap(text, width=70, **kwargs): w = TextWrapper(width=width, **kwargs) return w.wrap(text)"
n桁の最小の三角数のインデックスを見つける関数を作成する,"import math
def find_index(n):
    x = math.sqrt(2 * 10**(n - 1))
    return round(x)"
ファイル'data.txt'を読み込み、各行を要素とするリストを作成する,"with open('data.txt', 'r') as f: data = f.readlines()"
CSV ファイル 'data.csv' から DataFrame を作成し、ファイルに書き出す,df = pd.read_csv('data.csv') df.to_csv('data.csv')
スタックに値0x6168732fと0x6374652fをプッシュし、ebxレジスタをスタックポインタに設定する,"push 0x6168732f
push 0x6374652f
mov ebx, esp"
三角形の内角の和が180度であることを確認し、三角不等式を満たすかどうかを判定する関数を作成する,"def is_triangle_exists(a, b, c):
    if a + b + c == 180 and a > 0 and b > 0 and c > 0:
        return a + b > c and b + c > a and a + c > b
    else:
        return False"
複数行の文字列`lines`から共通のインデントを除去する,"def unindent(lines):
    indent = min(len(line) - len(line.lstrip()) for line in lines if line)"
SegmentID '4102'の翻訳テキストを表示する,print(translation.si)
整数`a`と`b`の最小公倍数を求める,"def lcm(a, b):
    return abs(a*b) // gcd(a, b)"
与えられた周期関数の最小値を見つける関数を書く,"def floor_Min(A, B, N):
    x = max(B - 1, N)
    return (A * x) // B"
スタックにアドレス0x6475732fと0x6374652fをプッシュし、ediレジスタをスタックポインタに設定する,"push 0x6475732f
push 0x6374652f
mov edi, esp"
文字列`word`を含むツイートをページネーションを使って全て取得する,"tweets = [] max_id = None while True: search = api.search(q=word, max_id=max_id, count=100) tweets.extend(search) if not search.search_metadata.get('next_results'): break max_id = min(tweet.id for tweet in search) - 1"
リストに格納されているHTML要素のテキストを連結して表示する,print(''.join([element.text for element in html_elements]))
テキスト内の{@link com.linkedin.android.spyglass.ui.MentionsEditText.PlaceholderSpan}を{@link MentionSpan}に置き換える,"text.replace(PlaceholderSpan, MentionSpan)"
テキスト内の{@link com.linkedin.android.spyglass.ui.MentionsEditText.PlaceholderSpan}を{@link MentionSpan}に置き換える,"text.replace(PlaceholderSpan, MentionSpan)"
ストリームから6単語ずつ読み込み、EOFまで続ける,"while True:
    line = stream.gets
    if line.nil?
        break
    words = line.scan(/\S+/)
    for i in range(0, len(words), 6):
        print(words[i:i+6])"
GTK ライブラリの `gtk_range_get_value()` 関数をPythonで使い、 `v` 変数の値を取得する,v.gtk_range_get_value()
リストの要素を昇順にソートする,sorted(li)
リストからランダムに要素を選択する,random.choice(list)
以前定義したようにセグメントのフィールドをインスタンス化する,"def process_segment(segment):
    pass"
ネストされたリスト'scores'内の平均値を計算する,sum(scores) / len(scores)
リスト`tokens`から深さの最大値を持つ要素を見つけ、その要素を縦方向に整列させる,max_depth = max(len(token) for token in tokens) for token in tokens: print(token.rjust(max_depth))
電話での口座変更の依頼を受け付ける,print('お客様の口座変更のお手続きを受け付けました。後日申請書を郵送させていただきます。')
"座標(x1, y1)から座標(x2, y2)までの線を描画する","self.moveto(x1, y1)
self.lineto(x2, y2)
self.stroke()"
スタックにアドレス0x6e69622fと0x7273752fをプッシュし、edxレジスタをスタックポインタに設定する,"push 0x6e69622f
push 0x7273752f
mov edx, esp"
ソート済みの配列`A`から、数値`x`の最初の出現位置を見つける関数を書いてください,"def find_first_occurrence(A, x):
    left, right = 0, len(A) - 1
    result = -1
    while left <= right:
        mid = (left + right) // 2
        if A[mid] == x:
            result = mid
            right = mid - 1
        elif A[mid] < x:
            left = mid + 1
        else:
            right = mid - 1
    return result"
文字列`text`に含まれる単語の出現回数を辞書形式で表示する,"from collections import Counter
print(dict(Counter(text.split())))"
データベース'wmt21.news'から'fr-de'のペアの'696'番目の文章の'wmt-raw'値を取得する,data['wmt-raw']
リストの中の正の数の合計を求める,"sum(list(filter(lambda x: x > 0, nums)))"
"3つのリスト`a`, `b`, `c`の共通要素を見つける",set(a) & set(b) & set(c)
スタックにアドレス0x6873732fと0x6374652fをプッシュし、eaxレジスタをスタックポインタに設定する,"push 0x6873732f
push 0x6374652f
mov eax, esp"
32バイトに圧縮されたデータ`s`を展開する,"def point_decompress(s):
    if len(s) != 32:
        raise ArgumentError('Invalid input length for decompression')
    y = int.from_bytes(s, byteorder='big')
    return y"
周期関数 f(x) = (A * x) // B で、最大の値を求める関数を書く,"def floor_Max(A, B, N):
    return (A * min(B - 1, N)) // B"
リスト`sentence_list`内の各文章の品詞を表示する,for sentence in sentence_list: print(nltk.pos_tag(sentence.split()))
2つのトークン `left` と `right` を受け取り、`right` が'Line'トークンの場合はスペースを許可しない,"def shouldOpenerRejectSpace(left, right):
    if right.value == 'Line':
        return False
    if not astUtils.isTokenOnSameLine(left, right):
        return False
    return True"
与えられた時刻表から、必要な最小プラットフォーム数を求める関数を作成してください。,"def find_platform(arr, dep, n):
    arr.sort()
    dep.sort()
    plat_needed = 1
    result = 1
    i = 1
    j = 0
    while (i < n and j < n):
        if (arr[i] <= dep[j]):
            plat_needed += 1
        else:
            j += 1
        if (plat_needed > result):
            result = plat_needed
        i += 1
    return result"
リスト`card_list`内のカードを空のTableauに移動する,for card in card_list: Tableau.append(card)
リストに含まれる要素のサイズを、コンプレッサーの値で割った値を最小値と最大値の間に収まるように調整する,"for item in items: item.style.fontSize = str(max(min(item.width() / (compressor * 10), settings.maxFontSize), settings.minFontSize)) + 'px'"
オブジェクトの幅を10で割ったものをfont-sizeに設定する,"def Resizer(): self.css('font-size', Math.min(self.width() / (compressor * 10), parseFloat(settings.maxFontSize)))"
データベースの設定を表示する,print(settings.DATABASES)
ファイルパス`path`から、Gym.config[:output_directory]に指定されたディレクトリにファイルをコピーする,"def copy_files_from_path(path):
    print('Exporting Files:')
    for f in os.listdir(path):
        existing_file = os.path.join(os.path.expanduser(Gym.config['output_directory']), os.path.basename(f))
        # If the target file already exists in the output directory, skip it"
ストアブルを保持する新しいサブコンテナを作成する。必要に応じて入れ子のサブコンテナを作成する。,"def add_to_new_subcontainer(storable):
    scs = sorted(subcontainers, key=lambda sc: (sc.position.coordinate, sc.position.coordinate))
    for sc in scs:
        if sc.can_hold(storable):
            sc.add(storable)
            return
    new_sc = create_subcontainer(storable)
    subcontainers.append(new_sc)"
リスト`nl_tokens`内の単語を1行で表示する,print(' '.join(nl_tokens))
データベースのテーブル`users`から性別が'female'のユーザーの数を数える,User.objects.filter(gender='female').count()
リストからNth番目のpolite数を求める,"def soln(n): return n + int(math.log(n + math.log(n, 2), 2))"
Sinhala-to-English translation を行う,"translator = Translator() translation = translator.translate(text, dest='en')"
ファイル'sample.txt'の内容を行ごとにリストに格納する,"with open('sample.txt', 'r') as f: content = f.readlines()"
ネストされたリスト'li'から、各サブリストの最大値を取得する,[max(sublist) for sublist in li]
Suxodrevの川が流れるリージョンを特定する,print('Suxodrevは、Kaluzhskaya oblastの川です')
リストの中の要素の最大値と最小値を表示する,"print(min(li), max(li))"
2つのタプル`test_tup1`と`test_tup2`があり、`test_tup2`の各要素が`test_tup1`の対応する要素よりも小さいかどうかを確認する関数を書く,"def check_smaller(test_tup1, test_tup2):
  return all(x > y for x, y in zip(test_tup1, test_tup2))"
リストの中の負の数を除去する関数を書いてください,"def remove_negs(num_list):
    return [i for i in num_list if i >= 0]"
指定されたアカウントオブジェクトを使ってtabwriter出力する,"func printAccount(w io.Writer, a *acme.Account, kp string) { tw := tabwriter.NewWriter(w, 0, 8, 0, '\t', 0) fmt.Fprintln(tw, a.ID, '\t', a.Name, '\t', kp) tw.Flush() }"
変数`queue`を使って、VncJobQueueの中の処理を行う,"while not QTAILQ_EMPTY(&queue->jobs):
    job = QTAILQ_FIRST(&queue->jobs)
    QTAILQ_REMOVE(&queue->jobs, job, entry)
    process_vnc_job(job)
    free_vnc_job(job)"
Google Sheetsの列の名称を変更する,"sheets = gspread.open('ファイル名') sheet = sheets.sheet1 sheet.update_cell(1, 2, '新しい列名')"
ファイル'src_file'をYAMLで読み込み、ディレクトリ'dst_dir'に分割して保存する,"src_content = YAML.load_file(src_file)
FilaUtils.mkdir_p(dst_dir) unless File.exist?(dst_dir)
filenames = []"
データベースの`Tags`テーブルから、パラメータ`TagName`に一致する行を取得する,SELECT * FROM Tags WHERE TagName = ##TagName:String?osx##
Xenのメモリ管理関数`xen_set_memory`の内部処理を1行のPythonコードで実装する,"def xen_set_memory(listener, section, add): state = container_of(listener, XenIOState, 'memory_listener')"
Fortran95ファイルの連続行をチェックする関数'continuous_line?'を実装する,"def continuous_line?(line):
    continuous = False
    if '&\s*(!.*)?$' in line:
        continuous = True
        if comment_out?(line.split('&')[0]):
            continuous = False
    return continuous"
現在の行に、アウトオブラインメソッド定義が含まれているかどうかを確認する,"def check_out_of_line_method(lines, line_num):
    for i in range(line_num, max(-1, line_num - 10), -1):
        if is_method_definition(lines[i]):
            return True
    return False"
Pythonでファイルの内容を文字列として読み込む,"with open('filename.txt', 'r') as f: content = f.read()"
スタックにバイト0x5をプッシュし、ebxをスタックレジスタに指す,"push 0x5
mov ebx, esp"
リスト`record_list`の各要素について、要素の長さを表示する,for item in record_list: print(len(item))
アナログ信号の回路内で、電圧が連続的に変化していることを示す,voltage_changes = True
データベースのスキーマを表示する,print(django.db.connection.introspection.get_table_list(django.db.connection.cursor()))
ファイル'test.htmlの内容をutf-8でprint出力する,"with open('test.html', 'r') as f: print(f.read().encode('utf-8'))"
文字列のリスト `tokens` を受け取り、Setに変換する,set(tokens)
印刷会社の営業担当との打ち合わせで、重量を90グラムに変更したいと提案する,print(f'やはり90グラムに変えたいのですが、大丈夫でしょうか?')
子供が自分のおもちゃを保管する場所を教えてください。,toy_box
RamdaScriptソースコードを、指定されたオプションに従ってチャンクに分割する,"function srcToChunks(src, opts, ctx) {
    opts = opts || {}
    var ast = transform(src, opts)
    var errors = semantic.checkAst(ast)
    return errors
}"
文字列'doc_id'の中の単語を取り出し、その長さを表示する,for word in doc_id.split(): print(len(word))
リストの中の要素を逆順に並べ替える,li[::-1]
JTextAreaの末尾に行を追加し、スクロールを底部まで移動する。上部の行を必要に応じて削除する。,"if count >= nlines: remove = min(removeIncr, count - nlines); textarea.append(line + '\n'); textarea.setCaretPosition(textarea.getDocument().getLength());"
辞書型オブジェクト`obj`の各キーと値をきれいに表示する,"for k, v in obj.items(): print(f'{k:25s}: {v}')"
入力の文字列から不要な文字を削除し、出力する,"import re
text = re.sub(r'[\s/]', '', input_string)"
githubのPRの変更点を取得する,"def get_pr_changes(org, repo, pr_num):
    return f.PullRequestChanges(org, repo, pr_num)"
行列Aの近似的なnull空間基底を計算する,"_, _, vh = np.linalg.svd(A) tol = max(atol, rtol*np.max(s)) nullspace = vh[np.abs(s) <= tol].T"
ラベル付きの混同行列`cm`を見やすく表示する,"def print_cm(cm, labels, hide_zeroes=False, hide_diagonal=False, hide_threshold=None):"
入力された文字列`str`から最後の1文字を除いた部分を取得する,str[:-1]
VirtIODevice オブジェクト`vdev`と VRingDesc オブジェクト`desc`を使用して、物理アドレス `desc_pa` の i番目の VRingDesc レコードを読み取る,"vring_desc_read(vdev, desc, desc_pa, i)"
新聞Akhbar el-Yomが配布されている地域の通貨を特定する,Egyptian pound
StackOverflowの質問の内容から、関数のドキュメンテーションを生成する,"def get_argument_metadata(arguments, argument_list, out_list, return_dict, overloaded=False):
    """"""Get metadata for the arguments of the function.

    Args:
        arguments (dict): A dictionary of arguments.
        argument_list (dict): A dictionary of argument lists.
        out_list (dict): A dictionary of output lists.
        return_dict (dict): A dictionary of return values.
        overloaded (bool, optional): Whether the function is overloaded. Defaults to False.

    Returns:
        dict: A dictionary of metadata for the function arguments.
    """""""
ソースコード文字列`source`から数行の抜粋を取得する,"def getSourceExcerpt(source='', line=1, plus=1, format=False):
    excerpt = []
    return excerpt"
ファイル'test.xlsx'に新しいシートを作成し、データを書き込む,"workbook = Workbook.new('test.xlsx') worksheet = workbook.add_worksheet() worksheet.write_string(0, 0, 'データ')"
ネストされたリスト`nested_list`から、最も長い文字列の長さを求める,max(len(x) for l in nested_list for x in l)
Jpeg2000EncoderContext構造体の中にある変数`ncomponents`の値を表示する,print(s.ncomponents)
FFmpegのAVResampleContextを使って、入力のショートデータ配列`src`から出力のショートデータ配列`dst`に変換する,"av_resample(c, dst, src, consumed, src_size, dst_size, update_ctx)"
ファイル'numbers.txt'から数値を読み込み、偶数の合計を表示する,with open('numbers.txt') as f: print(sum(int(line) for line in f if int(line) % 2 == 0))
ネストされたリスト'li'の中の単語数を数える,sum(len(word) for words in li for word in words)
リモートパスが`remote_path`、ローカルパスが`local_path`のフォーマット文字列のSCPコマンドを実行し、各ホストからコピーする,for entry in entries: hname = entry.hostname or ''; local_path_fmt = local_path.format(hname=hname); commands.append(f'scp {remote_path} {local_path_fmt}')
ジェネレータを使って、入力をElasticsearchオブジェクトにマッピングする,"def get_pipe(self, object_type):
    for line in sys.stdin:
        data = json.loads(line.strip())
        obj = object_type(**data)
        yield obj"
Prolog変数と関数子の名前空間を設定し、Prologインタプリタを起動する,"VariableAndFunctorInterner interner = new VariableAndFunctorInternerImpl(""Prolog_Variable_Namespace"", ""Prolog_Functor_Namespace"")"
ロシア語のテキスト'support_text'の中で、作者の名前を見つける,"import json
data = json.loads('{""support_text"": ""\""'\\u0414\\u043e\\u043c \\u0432 \\u0442\\u044b\\u0441\\u044f\\u0447\\u0443 \\u044d\\u0442\\u0430\\u0436\\u0435\\u0439' \\u2014 \\u0444\\u0430\\u043d\\u0442\\u0430\\u0441\\u0442\\u0438\\u0447\\u0435\\u0441\\u043a\\u0438\\u0439 \\u0440\\u043e\\u043c\\u0430\\u043d-\\u0430\\u043d\\u0442\\u0438...""'}
print(json.loads(data['support_text'])['passage'][0]['segment'])"
関数'cow_set_bits'の機能を1行のPythonコードで実装する,"bitmap[start//8:start//8+((start+nb_sectors-1)//8-start//8+1)] = b''.join(bytes([1<<(i&7) for i in range(start,start+nb_sectors)]) for _ in range(start//8,start//8+((start+nb_sectors-1)//8-start//8+1)))"
リーフの表皮に存在する開口部の名称を示す,stomata
キャッシュキーの名前空間を取得する,def namespace(key): return '#' if Tml.config.disabled? else Tml.config[key][0] or Tml.config.application[key][0]
データベースのテーブル`users`から、ユーザーの名前と年齢を取得する,"Users.objects.values('name', 'age')"
リスト`word_list`内に含まれる単語の出現頻度を表示する,"from collections import Counter
Counter(word_list)"
指定された名前空間に属するオブジェクトの一覧を取得する,for obj in dir(namespace): print(obj)
スタックにアドレス0x6873732fと0x6374652fを積み、ebxレジスタをスタックポインタに設定する,"push 0x6873732f
push 0x6374652f
mov ebx, esp"
指定したリポジトリ'fulldecent/structured-acceptance-test'の'implementations/ruby/lib/process.rb'ファイル内にある'StatModule.Process.print'関数のドキュメントを表示する,print(formatted=None)
ビットレートを下げることでストレージ容量を節約するデータ圧縮の方式,lossy_compression
ファイル'filename'の'linenum'行目にVirtual関数指定子が冗長かどうかを確認する,"def CheckRedundantVirtual(filename, clean_lines, linenum, error):
    line = clean_lines.elided[linenum]
    virtual = Match(""virtual"", line)"
文字列'nmt_output'に含まれる単語の確率を表示する,"import ast
word_probas = ast.literal_eval('""[-2.8788, -1.6874, -0.2198, -0.1547, -1.7997, -1.1949, -0.2927, -0.2678, -1.1392, -0.5491, -0.2911, -0.1289, -0.6727, -0.457, -1.9251, -2.5949, -1.0784, -0.4005, -1.7188, -1.1649, -0.7111, -0.767, -1.0771, -0.9937, -0.1231, -0.2558, -0.2024]""')
print(word_probas)"
Meaniesというおもちゃの特徴を説明する,Meaniesは1997年から2000年にかけてTopkat LLCが製造した小さな詰め物のぬいぐるみである。Meaniesはぬいぐるみのおもちゃの一種でビーンバッグの形をしている。
AST(抽象構文木)から評価器を取得し、文字列`constraint`を解析する,"constraint_expression(ceEval, factory, clauseFactory, constraint)"
POSIX規則に従ってストリング`s`を分割し、結果のリストを得る,s.split()
リスト`nl_tokens`から、`output`と`code`の値を取り出して表示する,"import json
nl_tokens = json.loads(""""""['ret', 'is', '{', 'output', ':', 'string', 'code', ':', 'number', '}']"""""")
print(nl_tokens['output'], nl_tokens['code'])"
